id,value
0A6D53,SCA_Book_02
0A6D54,SCA_Book_03
0A6D55,VIL_INT_dresser_wood_01
0A6D57,SCA_Podium_01
0A6D62,SCA_Podium_02
0A6D65,SCA_Podium_03
0A6EB5,VIL_INT_chandelier_large_01
0A6F24,SCA_Scroll_Open_01
0A6F25,SCA_Scroll_Closed_01
0A6F3C,VIL_INT_bookshelf_medium_01
0A6F4D,VIL_INT_merchcntr_01
0A6FCC,VIL_INT_bookshelf_small_01
0A6FE8,INT_GNO_box_01
0A6FFE,INT_GNO_chair_01
0A7046,INT_GNO_crystal_02
0A7061,INT_GNO_table_lab_01
0A7072,INT_GNO_lectern
0A7079,INT_GNO_urn_small_01
0A707E,INT_GNO_beaker_glass_02
0A708D,INT_GNO_beaker_glass_03
0A71BE,DOK_Building_Addon_Stairs_Curve_02
0A72CE,01_iron_faeblades
0A72CF,02_steel_faeblades
0A72D1,03_azurite_faeblades
0A7702,NCA_HiddenContainer_01_Detyre
0A774E,TRG_TripWire02
0A774F,TRG_TripWire03
0A7922,NCA_Rock_Arch01
0A7936,WAR_Barricade_Low_03
0A793F,NCA_TrapCaveIn01_Detyre
0A7940,NCA_Uncovered_Hall_Corner01
0A7941,NCA_Uncovered_Hall_Straight01
0A7945,NCA_DoorMineCollapse01_Detyre
0A7954,NCA_Uncovered_Hall_Ramp01
0A7955,NCA_Uncovered_Hall_DeadEnd01
0A7956,NCA_Uncovered_Hall_4way01
0A795A,NCA_Uncovered_Hall_3way01
0A7B30,wolf_01
0A8185,SHO_Room_Cathedral
0A81CA,KLU_Flora_SwampTree03
0A82D4,KLU_Flora_SwampTree04
0A84D6,NCA_Hall_Straight02
0A87C0,NCA_Hall_Corner02
0A87C8,FXMesh-Murghan_Buff_01
0A886E,SCA_Door_01
0A8884,NCA_Hall_Long01
0A8B33,FXMesh-Fate_Shift_Absorb
0A8C17,SHO_Column01
0A8C19,SHO_Column02
0A8DA5,SHO_Column03
0A8E1F,NCA_HiddenDoor01_Dalentarth
0A8E20,bolgan_01
0A8E5D,NCA_HiddenContainer_01_Dalentarth
0A8F07,NCA_Rock_Cover01
0A8F0F,NCA_Hall_EntranceCave01
0A90FA,KLU_Flora_SwampTree05
0A919D,SHO_Column02_Tall
0A9200,SHO_PlatformRound01
0A92BA,TRP_Arrow01
0A9310,Trap_Arrow01
0A9325,SHO_PlatformEnd01
0A935A,VIL_INT_banner_large_01
0A9369,VIL_INT_banner_medium_01
0A9474,VIL_INT_chandelier_medium_01
0A96E4,VIL_INT_wpnrack_medium_01
0A9725,VIL_INT_banner_small_01
0A97DE,VIL_INT_wpnrack_small_01
0A984C,INT_GNO_banner_small_01
0A9869,INT_GNO_table_wood_square_01
0A9884,INT_GNO_chime_02
0A98B0,INT_GNO_banner_large_01
0A98D7,INT_GNO_banner_medium_01
0A9934,INT_GNO_table_medic_01
0A9938,INT_GNO_armoire_wood_01
0A9939,INT_GNO_urn_large_01
0A994A,INT_GNO_bookshelf_small_01
0A9978,INT_GNO_map_01
0A997D,INT_GNO_map_02
0A99D4,Craft_Blacksmith_Table_01
0A99D5,INT_DOK_Small_Main_Room
0A99E5,INT_DOK_Small_Wall_Door
0A99E6,SCA_cupboard_wood_01
0A99E9,INT_DOK_Small_Wall_Windows01
0A99EA,INT_DOK_Stairs_Up
0A99EC,INT_DOK_Small_Room01
0A99ED,INT_GNO_table_wood_circle_01
0A99EE,SHO_BookShelf01
0A9A17,INT_GNO_desk_wood_01
0A9A80,05_prismere_faeblades
0A9B90,04_sylvanite_faeblades
0A9D08,Craft_Alchemy_Table_01
0A9DED,Trap_Arrow01_ammo
0A9DF9,SHO_HallDropOff01
0A9E0B,NCA_Puddle01
0A9EB8,Ettin_Brute
0AA2AA,VIL_INT_dblbed_wood_01
0AA3F5,Ettin_Brute_Armor
0AA410,SHO_Rubble_Wall01
0AA457,NCA_RubblePile01
0AA6BF,01_almain_merchant_male_feet
0AA6C0,01_almain_merchant_male_hands
0AA6C1,01_almain_merchant_male_head
0AA6C2,01_almain_merchant_male_legs
0AA6C3,01_almain_merchant_male_torso
0AA79B,SHO_Rubble_Wall02
0AA7BC,Trap_Arrow01_ammo02
0AB01D,NCA_Rock_Small02
0AB021,NCA_Rock_Medium04
0AB436,WAR_Banner_02
0AB545,INT_DOK_Small_Banner01
0AB546,INT_DOK_Small_Banner02
0ABA35,02_almain_merchant_male_feet
0ABA36,02_almain_merchant_male_hands
0ABA37,02_almain_merchant_male_head
0ABA38,02_almain_merchant_male_legs
0ABA39,02_almain_merchant_male_torso
0ABA86,agarth
0ABB42,01_cotton_feet
0ABB43,01_cotton_f_feet
0ABB44,01_cotton_f_hands
0ABB47,01_cotton_f_torso
0ABB48,01_cotton_hands
0ABB4B,01_cotton_torso
0ABC57,KLU_Fire_Pole_01
0AD051,04_azurite_torso
0AD053,04_azurite_head
0AD087,04_azurite_hands
0AD089,04_azurite_legs
0AD08F,04_azurite_feet
0AD091,04_azurite_f_torso
0AD092,04_azurite_f_feet
0AD093,04_azurite_f_hands
0AD094,04_azurite_f_head
0AD095,04_azurite_f_legs
0AD11B,01_dokkalfar_hair
0AD11D,02_dokkalfar_hair
0AD11F,03_dokkalfar_hair
0AD121,04_dokkalfar_hair
0AD123,05_ljosalfar_hair
0AD125,05_dokkalfar_hair
0AD127,01_ljosalfar_hair
0AD12A,03_ljosalfar_hair
0AD12C,04_ljosalfar_hair
0AD12D,Craft_Blacksmith_Cap_01
0AD12E,Craft_Blacksmith_Pipe_01
0AD132,SCA_bench_wood_01
0AD140,SCA_cage_large_01
0AD170,SCA_cage_small_01
0AD17F,VIL_INT_bookshelf_large_01
0AD183,VIL_INT_wpnrack_large_01
0AD18A,INT_GNO_chair_02
0AD19A,INT_GNO_chemset_01
0AD4D7,INT_GNO_bookshelf_large_01
0AD4E9,INT_gno_chandelier_large_01
0AD4EF,INT_GNO_bookshelf_medium_01
0AD534,INT_GNO_merchcntr_01
0AD53D,INT_GNO_skeleton_01
0AD546,INT_GNO_specjar_01
0AD550,INT_GNO_specjar_02
0AD591,INT_GNO_dresser_wood_01
0AD5A4,INT_GNO_table_wood_rect_01
0AD5C8,FFQ06_WillOWisp
0AD61C,GO_Vanity_Mirror_01
0AD645,FHO_EntranceOut01
0ADCFC,Bolgan_Skel
0AF005,FHO_HiddenContainer_02_Stones
0AF174,bolgan_sword_01
0AF1E7,VIL_INT_desk_wood_01
0AF23E,INT_GNO_bed_double_01
0AF25D,GEN_Bandit_Tent_01
0AF394,INT_GNO_chandelier_medium_01
0AF3AD,INT_GNO_bed_single_01
0AF3B7,Leanashe_Skel
0AF43C,bolgan_shield_01
0AF4E4,01_Rogue_NonSet_Unique_head
0AF4EE,01_Rogue_NonSet_Unique_feet
0AF4EF,01_Rogue_NonSet_Unique_hands
0AF4F0,01_Rogue_NonSet_Unique_legs
0AF4F1,01_Rogue_NonSet_Unique_torso
0AF5C4,02_Rogue_NonSet_Unique_f_torso
0AF5C5,02_Rogue_NonSet_Unique_f_feet
0AF5C6,02_Rogue_NonSet_Unique_f_hands
0AF5C7,02_Rogue_NonSet_Unique_f_head
0AF5C8,02_Rogue_NonSet_Unique_f_legs
0AF69A,02_Rogue_NonSet_Unique_feet
0AF69B,02_Rogue_NonSet_Unique_hands
0AF69C,02_Rogue_NonSet_Unique_head
0AF69D,02_Rogue_NonSet_Unique_legs
0AF69E,02_Rogue_NonSet_Unique_torso
0AF6D7,FHO_Room_5x5_Round01_Bridge
0AF88E,03_Rogue_NonSet_Unique_f_torso
0AF8C0,FHO_Grass_Green_01
0AF8DF,04_Rogue_NonSet_Unique_f_torso
0AF9D2,FHO_Grass_Orange_01
0AF9D3,FHO_Grass_Pink_01
0AFA1D,Alyn_Shir
0AFA37,niskaru_whelp
0AFA6B,GEN_Bandit_Tent_02
0AFC7C,GEN_Bandit_Tent_03
0AFCB3,GEN_Bandit_Tent_04
0B03D1,FHO_Door_Hidden01
0B04B3,VAL_Arena_Base_01
0B04B4,VAL_Arena_Stands_Large_01
0B04CC,ERU_Door_Hidden01
0B0EC2,WAR_Cage_01
0B0F9F,FHO_Room_2x2_Den01
0B10AC,SHO_DoorHidden01
0B1183,FHO_Hall_Longtube01
0B1455,WAR_Weapon_Rack_01
0B15FF,01_iron_chakram
0B1600,03_azurite_chakram
0B16DD,DOK_Ship
0B1AA5,FHO_HangingVine02
0B1B30,VAL_Arena_Pillar_Hall_01
0B1B4C,VAL_Arena_Pillar_Hall_Base_01
0B1B61,VAL_Arena_Ring_01
0B1B8F,VAL_Arena_Set_Complete_01
0B1BB0,fate_troll_player
0B1BBA,FHO_HangingVine03
0B1D28,Jottun_RuneLord_Arms
0B1D29,Jottun_RuneLord_Head
0B1D2A,Jottun_RuneLord_Legs
0B1D5D,Jottun_RuneLord_Torso
0B1D72,KLU_Flora_GallowsTree
0B1DA9,02_linen_feet
0B1DC2,02_linen_hands
0B1DC3,02_linen_head
0B1DC5,02_linen_torso
0B1E46,02_linen_f_feet
0B1E47,02_linen_f_hands
0B1E48,02_linen_f_head
0B1E4A,02_linen_f_torso
0B1F5B,01_Almain_Peasant_Female_feet
0B1F5C,01_Almain_Peasant_Female_head
0B1F5D,01_Almain_Peasant_Female_legs
0B1F5E,01_Almain_Peasant_Female_torso
0B1F5F,02_Almain_Peasant_Female_feet
0B1F60,02_Almain_Peasant_Female_head
0B1F61,02_Almain_Peasant_Female_legs
0B1F62,02_Almain_Peasant_Female_torso
0B1F6A,FHO_DoorGlow02
0B203A,02_elm_scepter
0B203B,04_ash_scepter
0B203C,05_ebony_scepter
0B20B9,SHO_EXT_Tower01
0B20C5,SHO_EXT_Tower02
0B20C9,SHO_EXT_TowerLarge01
0B20D5,SHO_EXT_TowerSmall01
0B20D6,SHO_EXT_Wall01
0B20D7,SHO_EXT_WallSmall01
0B2136,03_Rogue_NonSet_Unique_feet
0B2137,03_Rogue_NonSet_Unique_hands
0B2138,03_Rogue_NonSet_Unique_head
0B2139,03_Rogue_NonSet_Unique_legs
0B213A,03_Rogue_NonSet_Unique_torso
0B229D,SVG_altar_01
0B22A6,SCA_Blood_Glyph_01
0B26E8,SVG_cage_animal_01
0B26E9,SVG_firespit_01
0B26EA,SVG_mobile_bone_01
0B27B0,SHO_equipment_jail_01
0B2842,04_sylvanite_chakram
0B28BC,DOK_Spire_01
0B2931,04_Rogue_NonSet_Unique_hands
0B2953,04_Rogue_NonSet_Unique_feet
0B2955,04_Rogue_NonSet_Unique_legs
0B2956,04_Rogue_NonSet_Unique_torso
0B2992,04_Rogue_NonSet_Unique_head
0B2AA5,05_Rogue_NonSet_Unique_feet
0B2AA6,05_Rogue_NonSet_Unique_hands
0B2AA7,05_Rogue_NonSet_Unique_head
0B2AAA,05_Rogue_NonSet_Unique_legs
0B2AAB,05_Rogue_NonSet_Unique_torso
0B2DD4,05_Rogue_NonSet_Unique_f_feet
0B2DD5,05_Rogue_NonSet_Unique_f_hands
0B2DD6,05_Rogue_NonSet_Unique_f_head
0B2DD7,05_Rogue_NonSet_Unique_f_legs
0B2DD8,05_Rogue_NonSet_Unique_f_torso
0B2E8D,06_Rogue_NonSet_Unique_feet
0B2E8E,06_Rogue_NonSet_Unique_hands
0B2E8F,06_Rogue_NonSet_Unique_head
0B2E91,06_Rogue_NonSet_Unique_legs
0B2E92,06_Rogue_NonSet_Unique_torso
0B2EF9,FXMesh-Fate_Spear
0B2F21,06_Rogue_NonSet_Unique_f_feet
0B2F22,06_Rogue_NonSet_Unique_f_hands
0B2F23,06_Rogue_NonSet_Unique_f_head
0B2F24,06_Rogue_NonSet_Unique_f_legs
0B2F25,06_Rogue_NonSet_Unique_f_torso
0B2F35,TRV_Book_01
0B2F9D,DOK_Building_Large_Square_03
0B2FCC,04_Generic_f_hair
0B2FD2,04_generic_hair
0B313E,01_generic_f_hair
0B3239,05_sylvanite_feet
0B3251,05_sylvanite_hands
0B3252,05_sylvanite_head
0B3253,05_sylvanite_legs
0B3254,05_sylvanite_torso
0B3276,DET_Flora_Palm01
0B3277,DET_Flora_Palm02
0B3278,DET_Flora_Palm03
0B32B5,05_sylvanite_f_feet
0B32B6,05_sylvanite_f_hands
0B32B7,05_sylvanite_f_head
0B32B8,05_sylvanite_f_legs
0B32B9,05_sylvanite_f_torso
0B32F5,06_prismere_torso
0B3319,06_prismere_feet
0B331A,06_prismere_hands
0B331B,06_prismere_head
0B331C,06_prismere_legs
0B33AE,01_Rogue_NonSet_Unique_f_feet
0B33AF,01_Rogue_NonSet_Unique_f_hands
0B33B0,01_Rogue_NonSet_Unique_f_head
0B33B1,01_Rogue_NonSet_Unique_f_legs
0B33B2,01_Rogue_NonSet_Unique_f_torso
0B342E,SVG_hidestack_01
0B3445,GNO_lamp_street_01
0B345C,MIN_miningmachine_01
0B346D,SHO_throne_01
0B3484,SHO_door_jailbarred_01
0B3486,SHO_equipment_jail_02
0B3487,SHO_equipment_jail_03
0B34C3,SHO_EXT_Entrance
0B364B,DOK_Building_Buttress_03
0B374B,SHO_EXT_Door
0B3D5C,DOK_Klurikon_Erathell_Vistas
0B3F1C,GEN_skeleton_01
0B421B,FHO_GlowOrb_floorsmall01
0B4359,DOK_Building_Wall_Bend
0B43CB,VAL_Arena_Stairs_Entrance_01
0B4452,FHO_Flora_Leafcover01
0B46BC,DOK_Addon_Platform_Round
0B4703,DOK_Building_Addon_Stairs_Wide_Curve
0B4708,DOK_Building_Addon_Stairs_Wide_Curve02
0B475A,FHO_Vine_Large02
0B4762,DET_Flora_Bush01
0B4851,WAR_Heart_01
0B48A7,DET_Flora_GrassBush01
0B48BA,FOR_Door_HM05
0B48BE,INT_DOK_Hidden_Door
0B49FE,DET_Mining_Scaffolding_low_01
0B49FF,DET_Mining_Scaffolding_low_02
0B4A00,DET_Mining_Scaffolding_low_03
0B4A01,DET_Mining_Scaffolding_low_group_01
0B4A02,DET_Mining_Scaffolding_low_group_02
0B4A03,DET_Mining_Scaffolding_low_group_03
0B4A04,DET_Mining_Shack_Group_low_01
0B4A05,DET_Mining_Shack_Group_low_02
0B4A06,DET_Mining_Shack_low
0B4A54,DOK_Column01
0B4A5A,DOK_Column02
0B4A96,Lightnode01
0B4C24,VAL_Arena_Complete_01
0B4C92,SHO_RoomCourt5x7
0B4C94,FHO_Container01
0B4CDD,SHO_ArchCourt02
0B4D44,SHO_ColumnCourt01
0B4D5F,INT_GNO_Hidden_Door
0B4D69,SHO_Pedestal01
0B4D80,DET_Flora_Bush02
0B4D92,SHO_ColumnCourt03
0B5159,DET_Rock_Bridge02
0B515A,DET_Rock_Bridge03
0B515B,DET_Rock_Bridge04
0B538C,SHO_Arch4Way01
0B5678,Jottun_Chieftain_Arms
0B5679,Jottun_Chieftain_Head
0B567A,Jottun_Chieftain_Legs
0B567B,Jottun_Chieftain_Torso
0B5715,SHO_PlatformStaight01
0B57F7,VAL_Arena_Staircase_01
0B582F,INT_DOK_Small_Room02
0B5884,SHO_RailingPillar01
0B5885,SHO_RailingWall01
0B5886,SHO_RailingWall02
0B5A62,SHO_Railing01
0B5A91,SHO_RailingCap01
0B5D48,INT_DOK_Large_Room_Curved
0B5ED8,GEN_tombstone_04
0B5F08,VAL_Arena_door_01
0B5F24,VAL_Arena_door_02
0B5F2D,VAL_Arena_Rocks_01
0B5F50,GNO_fountain_wall_01
0B5FC6,VIL_bannerstand_01
0B5FC7,VIL_bannerstand_02
0B68AB,01_Almain_Merchant_Female_feet
0B68AC,01_Almain_Merchant_Female_head
0B68AD,01_Almain_Merchant_Female_legs
0B68AE,01_Almain_Merchant_Female_torso
0B690C,02_generic_f_hair
0B690D,03_generic_f_hair
0B6984,02_Almain_Noble_Female_torso
0B6985,02_Almain_Noble_Female_legs
0B6986,02_Almain_Noble_Female_head
0B6987,02_Almain_Noble_Female_feet
0B6988,01_Almain_Noble_Female_torso
0B6989,01_Almain_Noble_Female_legs
0B698A,01_Almain_Noble_Female_head
0B698B,01_Almain_Noble_Female_feet
0B6AB7,ERU_EXT_Wall01
0B6FE1,VIL_Building_NS_Wall_Straight02
0B6FE2,VIL_Building_NS_Wall_Curve02
0B6FE3,VIL_Building_NS_Wall_Curve03
0B70D1,ERU_EXT_Pillar_Large01
0B70F9,ERU_EXT_Arch01
0B7123,ERU_EXT_Tower01
0B724C,SHO_EXT_Bridge01
0B783D,SHO_RoomThrone01
0B799D,13_Melee_Set_Unique_feet
0B7ABA,13_Melee_Set_Unique_torso
0B7ABB,13_Melee_Set_Unique_hands
0B7ABC,13_Melee_Set_Unique_head
0B7ABD,13_Melee_Set_Unique_legs
0B7B06,ERU_EXT_Tower02
0B7EC9,SHO_EXT_Balcony01
0B812F,02_steel_chakram
0B8352,DEV_Barghest_Ice
0B83E4,Ettin_Skel
0B8606,ERU_EXT_Window01
0B86B3,ERU_EXT_Stairs01
0B86C1,ERU_EXT_Stairs02
0B89FE,DET_Rock_Boulder01
0B8A4E,DET_Rock_Boulder02
0B8A4F,DET_Rock_BoulderPile01
0B8BCE,INT_DOK_chair_02
0B8C29,INT_DOK_table_rect_01
0B8DD9,GEN_coffin_01
0B8E36,GEN_lamp_street_01
0B8ED8,GEN_tombstone_02
0B8FDD,ERU_EXT_SmallWall01
0B8FDE,ERU_EXT_SmallPillar01
0B8FDF,ERU_EXT_SmallWall02
0B8FE0,ERU_EXT_Entrance01
0B9033,ERU_EXT_SmallWall03
0B9048,GEN_stall_vendor_01
0B92F7,INT_DOK_bed_double_01
0B930E,INT_DOK_bookshelf_med_01
0B935D,INT_DOK_bookshelf_small_01
0B93C8,GEN_stall_vendor_02
0B9710,SHO_RoomThrone_Cap_Wall01
0B9724,SHO_RoomThrone_Cap_Rail01
0B9725,SHO_RoomThrone_Cap_Window01
0B982B,SHO_RoomThrone_Entrance01
0B9A33,SVG_bannerstand_bone_01
0B9A70,SVG_hook_01
0B9A92,SHO_cauldron_01
0B9B17,FAE_TUA_bannerstand_01
0B9B27,FAE_TUA_bannerstand_02
0B9B3B,FAE_TUA_bannerstand_03
0B9F4C,03_oak_scepter
0B9FA9,05_prismere_chakram
0BA698,SHO_Room3x3Open
0BCEC6,Invisible_SummonMeteor
0C106F,base_gnome_male_torso_01
0C1072,gnome_male_head_01
0C15A0,SHO_RoomCap3x2
0C1D32,GEN_sylvanite_sword_2h_posable
0C42CA,SHO_RoomDining01
0CB021,13_Greathammer_Unique
0CCD49,DOK_Addon_Bridge
0D232C,DOK_Addon_Bridge_Column
0D4084,Craft_Shard_Table_01
0D8C92,SHO_RoomDining02
0D97A0,SKY_HorizonCloud01
0DAFB1,TMP_M4_RewardPoster_02
0E0056,Gnome_Male_Test
0F2D6B,02_ljosalfar_hair
0F5787,ERU_Room_3x3_Pit01
0FBA49,Bogeyman
0FECF3,ERU_Hall_NCAtransition01
1077D5,NCA_spiketrap
10BAC4,GEN_metal_cage_01
10D7EA,DOK_Addon_Railing
10D9FE,DOK_Addon_Railing_03
10DB7A,DOK_Addon_Railing_02
10DB7C,DOK_Addon_Railing_04
10DC0F,DOK_Addon_Seawall
10DC12,DOK_Addon_Seawall_02
10DC45,DOK_Addon_Seawall_03
10DC7C,DOK_Addon_Seawall_04
111DB5,ERU_PressurePlate01
118CE1,INT_FAE_Large_Column
11CD05,FXMesh-Fate_Gauntlet
11D433,DOK_Addon_Bridge_End
11F8C7,VIL_bannerstand_03
1235C4,FAE_Base_Spike01
124FCA,FAE_Base_Structure01
125CFF,GEN_hay_bale_01
126533,FAE_Arch_Med
1281AF,SHO_RampartCapArch01
1281B0,SHO_Rampart_Straight01
1281B1,SHO_Rampart_Tower2Way01
1281B2,SHO_Rampart_TowerCorner01
1281C1,SHO_Rampart_Straight02
1296C9,NCA_DET_spiketrap
12986A,VIL_INT_millwheel_01
12DA1C,Fae_Column_Med
12DA78,DOK_stall_vendor_01
12DD0B,DOK_stall_vendor_02
12E652,GEN_tools_gardening_01
12E75C,INT_FAE_Large_Wall
12E762,MIN_miningmachine_02
12E7EE,ERU_EXT_Block01
12E86D,FAE_Base_Structure02
12EE57,INT_gno_chandelier_large_02
12EEC9,FAE_Door_Med
12EEEF,Location_Marker_Fab
12EEF0,Encounter_Fab
12EEF1,Encounter_Spawn_Point_Fab
12F197,INT_FAE_Floor_01
12F1DD,FOR_Flora_Twist01NoLeaf
12F1DE,FOR_Flora_Twist02NoLeaf
12F1DF,FOR_Flora_Twist03NoLeaf
12F4C5,INT_FAE_Large_Arch
12F809,DOK_Building_Buttress_04
12F858,DOK_Building_Wall_Stack_SM_01
12F89C,DOK_Building_Wall_Stack_SM_02
12FF3F,FAE_Building_Large
1308E3,06_prismere_f_feet
1308E4,06_prismere_f_hands
1308E5,06_prismere_f_head
1308E6,06_prismere_f_legs
1308E7,06_prismere_f_torso
1308E9,01_Almain_Noble_feet
1308EA,01_Almain_Noble_head
1308EB,01_Almain_Noble_legs
1308EC,01_Almain_Noble_torso
13099F,ERU_Room_3x3_2Level01
1309FC,VIL_Building_NS_Wall_End01
130A64,01_birch_scepter
130A6E,VIL_Bridge_NS_Flat_02
130B32,bow_atk_release
130F40,DOK_Addon_Sidewalk_C02
130F50,VAL_Banner_01
13104C,DOK_Addon_Sidewalk_S02
131133,DOK_Building_Addon_Stairs_Curve02_Brick
131134,DOK_Building_Addon_Stairs_Curve_Brick
13159A,FAE_Base_Center
13182E,TRV_Camp_Huge_Tent_03
13182F,TRV_Camp_Huge_Tent_04
131F0F,FAE_Building_Colonnade
131F54,INT_DOK_chair_01
131FEF,VIL_INT_equipment_brewing_01
132017,VAL_Banner_02
132048,INT_DOK_bookshelf_large_01
13204A,VIL_plow_01
132061,DOK_streetlamp_01
132094,GEN_Bandit_table_01
13229D,06_Magic_Set_Unique_feet
13229E,06_Magic_Set_Unique_hands
13229F,06_Magic_Set_Unique_head
1322A0,06_Magic_Set_Unique_torso
1322EA,01_almain_f_hair
132326,02_Almain_Merchant_Female_feet
132327,02_Almain_Merchant_Female_head
132328,02_Almain_Merchant_Female_legs
132329,02_Almain_Merchant_Female_torso
132347,02_steel_kiteshield
132357,ERU_Room_3x4_stairway01
132361,ERU_Room_3x5_2stairwaylarge01
132395,FXMesh_Smoke_Swirl_01
1323AD,ERU_Room_3x2_Basic02
1323C7,03_silk_feet
1323C8,03_silk_hands
1323C9,03_silk_head
1323CA,03_silk_torso
1323EC,03_silk_f_feet
1323ED,03_silk_f_hands
1323EE,03_silk_f_head
1323EF,03_silk_f_torso
132413,VAL_Arena_Spikes_01
132432,SHO_Chair01
13246E,04_hexweave_feet
13246F,04_hexweave_hands
132470,04_hexweave_head
132471,04_hexweave_torso
132495,Jottun_Runewielder_Arms
132496,Jottun_Runewielder_Head
132498,Jottun_Runewielder_Legs
13249A,Jottun_Runewielder_Torso
1324B1,08_Magic_Set_Unique_feet
1324B2,08_Magic_Set_Unique_hands
1324B3,08_Magic_Set_Unique_head
1324B4,08_Magic_Set_Unique_torso
1324BB,FAE_Base_Arch
1324BD,SHO_Table01
1324BE,ERU_Hall_Cityside01
1324C4,FAE_Base_Column
132574,SHO_Chandelier01
1325FF,SHO_Table02
132621,ERU_Windowlarge01
132623,SHO_TableRound01
13265D,SHO_BookShelf02
132693,SHO_LanternWall01
132830,04_hexweave_f_feet
132831,04_hexweave_f_hands
132832,04_hexweave_f_head
132855,04_hexweave_f_torso
132D69,SHO_TorchLarge01
132DAF,facial_jewelry_01
132DC4,facial_jewelry_02
132E43,FXMesh-Fate_Sword_2H
132E61,08_Magic_Set_Unique_f_feet
132E62,08_Magic_Set_Unique_f_hands
132E63,08_Magic_Set_Unique_f_head
132E64,08_Magic_Set_Unique_f_torso
132E86,bolgan_thug_01
132EBB,MIN_mineralvein_01
132ED6,SHO_Statue01
132F05,FAE_Base_ColumnSm01
132F06,FAE_Base_ColumnSm02
132F07,GEN_Bandit_weaponrack_01
132F36,FAE_Base_Wall01
132F37,SHO_banner_01
132F3D,SHO_banner_02
132F3E,SHO_banner_03
132FBF,FAE_Base_Wall02
1330BF,FAE_Base_Wall03
1330FB,SHO_RuinedColumn01
13310B,SHO_RuinedColumn02
133114,VAL_Rock_Brazier_01
133151,SHO_RuinedColumn03
133183,ERU_Arch01
133184,ERU_Block01
133185,ERU_Tower01
133186,ERU_Tower02
133187,ERU_Tower03
133188,ERU_PillarLarge02
133189,ERU_Stairs01
13318A,ERU_Stairs02
1331D5,ERU_Platform_Large01
1331D6,ERU_Platform01
13322C,ERU_Wall_Large01
133235,ERU_Wall_Medium01
13347A,03_Rogue_NonSet_Unique_f_feet
13347B,03_Rogue_NonSet_Unique_f_hands
13347C,03_Rogue_NonSet_Unique_f_head
13347D,03_Rogue_NonSet_Unique_f_legs
1334B1,INT_DOK_table_square_01
133532,GNO_stall_vendor_01
13356A,GNO_stall_vendor_02
1335F3,GEN_sparringdummy_02
133891,GEN_sparringdummy_03
1338E0,SHO_container_01
1338FB,SHO_container_02
13390C,SHO_container_03
133911,GEN_hay_bale_02
1339BF,GNO_wagon_01
133C0A,06_Magic_Set_Unique_f_feet
133C0B,06_Magic_Set_Unique_f_hands
133C0C,06_Magic_Set_Unique_f_head
133C0D,06_Magic_Set_Unique_f_torso
133C7F,01_iron_kiteshield
133CB3,03_almain_f_hair
133CB6,05_Generic_f_hair
133D28,GEN_brokentombstone_02
133DA5,Chakram_test_Fab
1344DC,SHO_RoomCourt9x7
13456B,Well_Of_Souls_01
13462D,02_elm_buckler
134712,INT_FAE_Entrance
134977,GEN_brokentombstone_03
134C93,GEN_tombstone_01
1351D1,Gadflow
135E1B,FAE_Railing_Straight_Double
135E27,04_Rogue_NonSet_Unique_f_feet
135E28,04_Rogue_NonSet_Unique_f_hands
135E29,04_Rogue_NonSet_Unique_f_head
135E2A,04_Rogue_NonSet_Unique_f_legs
135EA0,sons_of_laz_skel
135EC4,balor_skel
135F0B,FAE_Railing_Curve_Double
135F0C,balor_arm_collision_cylinder
135F0D,FAE_Railing_Curve_Single
135F0E,FAE_Railing_Straight_Single
136385,FAE_Railing_Curve_Double02
136387,FAE_Railing_Curve_Single02
136582,09_Rogue_Set_Unique_feet
136584,09_Rogue_Set_Unique_hands
136587,09_Rogue_Set_Unique_head
13658C,09_Rogue_Set_Unique_legs
13658D,09_Rogue_Set_Unique_torso
136887,GEN_boat_01
1368B4,GEN_boat_02
1368F4,Niskaru_Hunter_Mesh
1368F6,INT_DOK_table_round_01
1368FE,DOK_Mel_BackBridge
1368FF,DOK_Mel_Column
136900,DOK_Mel_FrontGate
136901,DOK_Mel_SideBridge
136902,DOK_Mel_TMP_Balor
13691C,DOK_Mel_Platform
136933,ERU_Cavern_Skycrown
136946,INT_DOK_armoir_wood_01
136997,INT_DOK_dresser_wood_01
1369D0,INT_DOK_urn_01
1369ED,INT_DOK_urn_02
136AE7,SHO_carpet_01
136AE8,SHO_carpet_02
136F4F,13_Melee_Set_Unique_f_torso
136F50,13_Melee_Set_Unique_f_feet
136F51,13_Melee_Set_Unique_f_hands
136F52,13_Melee_Set_Unique_f_head
136F53,13_Melee_Set_Unique_f_legs
137143,JOT_Column01
1373EB,05_spiritweave_feet
1373EC,05_spiritweave_f_feet
1373ED,05_spiritweave_f_hands
1373EE,05_spiritweave_f_head
1373EF,05_spiritweave_f_torso
1373F0,05_spiritweave_hands
1373F1,05_spiritweave_head
1373F2,05_spiritweave_torso
1373F4,DOK_Mel_PlatformArchway
1375F2,01_birch_buckler
1375F3,03_azurite_kiteshield
1375F4,04_ash_buckler
137641,02_almain_f_hair
137642,04_almain_f_hair
137643,05_almain_f_hair
137644,05_varani_f_hair
13771A,GEN_Jump_Platform_01
1377DB,01_varani_merchant_female_feet
1377DC,01_varani_merchant_female_head
1377DD,01_varani_merchant_female_legs
1377DE,01_varani_merchant_female_torso
137EC6,Banshaen
